"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Conservative_6"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient_X"	"Skin_Friction_Coefficient_Y"	"Skin_Friction_Coefficient_Z"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Points:0"	"Points:1"	"Points:2"
1.1463	272.04	10.484	-2.4874	2.8072e+005	0.017906	99355	301.95	0.1159	0.68183	1.8551e-005	0	0	0	0	0	0.020525	0.95591	0	0.0064525
1.135	280.49	8.6547	-0.94553	2.7856e+005	0.019075	97547	299.4	0.076915	0.71278	1.8431e-005	0	0	0	0	0	0.02165	1.0765	0	0.0064685
1.1276	289.89	7.6825	0.19958	2.7736e+005	0.019042	96030	296.67	0.044184	0.74479	1.8301e-005	0	0	0	0	0	0.021471	1.2805	0	0.0064853
1.124	299.23	6.2061	1.1557	2.7712e+005	0.017448	94907	294.14	0.019967	0.77448	1.8181e-005	0	0	0	0	0	0.01961	1.6101	0	0.0065036
1.1241	307.41	5.0569	1.9993	2.7773e+005	0.01468	94275	292.16	0.0063351	0.79823	1.8086e-005	0	0	0	0	0	0.0165	2.1222	0	0.0065245
1.1273	314.76	3.9534	2.8697	2.7904e+005	0.011368	94035	290.59	0.0011664	0.81717	1.8011e-005	0	0	0	0	0	0.012813	2.8927	0	0.0065499
1.1891	295.45	10.805	-28.996	2.9224e+005	0.0066934	1.0205e+005	298.98	0.17413	0.72071	1.8411e-005	0	0	0	0	0	0.0079587	0.7948	0	0.011972
1.1968	289.77	12.583	-23.97	2.9358e+005	0.0070743	1.0328e+005	300.61	0.20057	0.69959	1.8488e-005	0	0	0	0	0	0.0084664	0.80603	0	0.010472
1.2032	292.9	12.448	-18.6	2.9531e+005	0.0068701	1.0378e+005	300.47	0.21137	0.70257	1.8481e-005	0	0	0	0	0	0.008266	0.81745	0	0.0105
1.2014	296.49	11.469	-14.05	2.9506e+005	0.0066966	1.0334e+005	299.65	0.20177	0.71251	1.8442e-005	0	0	0	0	0	0.0080447	0.83086	0	0.010526
1.1962	300.37	9.9916	-9.637	2.9411e+005	0.0067194	1.0253e+005	298.59	0.18435	0.72566	1.8392e-005	0	0	0	0	0	0.0080375	0.85132	0	0.010553
1.1851	303.86	7.9257	-5.903	2.9181e+005	0.0073954	1.0112e+005	297.25	0.15407	0.74221	1.8329e-005	0	0	0	0	0	0.0087645	0.88812	0	0.010579
1.1694	305.48	6.1817	-3.3439	2.8833e+005	0.0094449	99362	296	0.11605	0.75761	1.8269e-005	0	0	0	0	0	0.011045	0.95599	0	0.010605
1.1517	304.82	5.7055	-1.5404	2.8426e+005	0.012922	97560	295.11	0.0772	0.76871	1.8227e-005	0	0	0	0	0	0.014882	1.0766	0	0.010631
1.1369	304.49	5.8067	-0.49084	2.8077e+005	0.015995	95991	294.14	0.043359	0.77914	1.818e-005	0	0	0	0	0	0.018184	1.2807	0	0.010659
1.1279	305.62	5.2411	0.6383	2.7863e+005	0.016845	94883	293.07	0.019459	0.78971	1.8129e-005	0	0	0	0	0	0.018998	1.6103	0	0.010689
1.125	308.91	4.8815	1.6319	2.7809e+005	0.015268	94265	291.91	0.0061293	0.80184	1.8074e-005	0	0	0	0	0	0.017174	2.1224	0	0.010722
1.1263	313.5	4.0306	2.5825	2.7872e+005	0.012383	94031	290.83	0.0010744	0.81425	1.8022e-005	0	0	0	0	0	0.013946	2.8929	0	0.01076
1.1981	316.68	6.429	-29.264	2.9532e+005	0.00062123	1.0124e+005	294.36	0.15652	0.77193	1.8191e-005	0	0	0	0	0	0.00074042	0.79481	0	0.018663
1.2072	314.65	7.5685	-25.399	2.9724e+005	0.00064198	1.0238e+005	295.42	0.18106	0.75911	1.8242e-005	0	0	0	0	0	0.00077137	0.80605	0	0.017181
1.2123	314.77	7.613	-20.641	2.9839e+005	0.00063148	1.0293e+005	295.78	0.19299	0.75497	1.8259e-005	0	0	0	0	0	0.00076176	0.81748	0	0.017226
1.212	315.92	7.0217	-16.073	2.9838e+005	0.00062307	1.0283e+005	295.57	0.19094	0.75745	1.8249e-005	0	0	0	0	0	0.00075131	0.8309	0	0.017269
1.2071	317.18	5.7708	-11.158	2.9735e+005	0.00062871	1.0225e+005	295.08	0.17826	0.76364	1.8225e-005	0	0	0	0	0	0.00075508	0.85139	0	0.017312
1.1963	318.87	3.8202	-6.8278	2.9503e+005	0.0006938	1.01e+005	294.12	0.15146	0.77553	1.818e-005	0	0	0	0	0	0.00082683	0.88822	0	0.017354
1.1818	321.18	2.1008	-3.8844	2.9193e+005	0.00099621	99311	292.74	0.11495	0.79242	1.8114e-005	0	0	0	0	0	0.0011758	0.95614	0	0.017397
1.1661	322.85	1.3567	-2.0088	2.8854e+005	0.0021305	97537	291.38	0.076698	0.80909	1.8049e-005	0	0	0	0	0	0.0024841	1.0768	0	0.017441
1.1524	323.64	1.344	-1.183	2.8553e+005	0.0049855	96031	290.3	0.044226	0.82224	1.7996e-005	0	0	0	0	0	0.005745	1.2809	0	0.017486
1.1387	319.95	2.3458	0.070267	2.8221e+005	0.0095763	94902	290.34	0.019859	0.82261	1.7999e-005	0	0	0	0	0	0.010903	1.6106	0	0.017534
1.1302	316.58	3.4453	1.0808	2.7998e+005	0.012723	94253	290.53	0.0058766	0.81984	1.8008e-005	0	0	0	0	0	0.014378	2.1227	0	0.017585
1.1273	315.39	3.7271	2.0871	2.7916e+005	0.012486	94011	290.51	0.0006454	0.81888	1.8007e-005	0	0	0	0	0	0.014074	2.8932	0	0.017642
1.1897	316.81	3.0449	-27.561	2.9321e+005	7.3243e-005	1.0028e+005	293.64	0.13587	0.77815	1.8156e-005	0	0	0	0	0	2.0564e-005	0.79481	0	0.029619
1.198	315.66	3.7714	-24.601	2.9501e+005	7.3384e-005	1.0127e+005	294.46	0.15715	0.7683	1.8196e-005	0	0	0	0	0	2.107e-005	0.80606	0	0.028166
1.2024	315.12	3.8448	-21.053	2.9594e+005	7.2602e-005	1.0178e+005	294.9	0.16828	0.76305	1.8217e-005	0	0	0	0	0	2.0527e-005	0.81752	0	0.028237
1.2032	315.11	3.4705	-17.125	2.9613e+005	7.1535e-005	1.019e+005	295.01	0.17074	0.76175	1.8222e-005	0	0	0	0	0	1.958e-005	0.83097	0	0.028306
1.2007	315.92	2.5286	-12.353	2.9561e+005	7.0163e-005	1.0159e+005	294.76	0.16415	0.7651	1.821e-005	0	0	0	0	0	1.8253e-005	0.85149	0	0.028374
1.1928	317.45	1.0891	-7.7039	2.9396e+005	6.8717e-005	1.0067e+005	294.03	0.14437	0.77446	1.8175e-005	0	0	0	0	0	1.6718e-005	0.88839	0	0.028442
1.1802	319.67	-0.6368	-4.3263	2.9129e+005	6.8918e-005	99194	292.8	0.11245	0.78971	1.8117e-005	0	0	0	0	0	1.6414e-005	0.95638	0	0.02851
1.1659	321.8	-1.3415	-2.1627	2.8822e+005	9.1001e-005	97523	291.4	0.07639	0.8066	1.8049e-005	0	0	0	0	0	3.8416e-005	1.0772	0	0.02858
1.1533	323.53	-0.56533	-0.9494	2.8554e+005	0.0002816	96063	290.17	0.044897	0.82151	1.799e-005	0	0	0	0	0	0.00030618	1.2814	0	0.028652
1.1436	325.01	-0.061361	-0.021637	2.8347e+005	0.0012059	94916	289.13	0.02016	0.83372	1.794e-005	0	0	0	0	0	0.0013779	1.6111	0	0.028727
1.137	324.16	0.10089	0.64104	2.8194e+005	0.0040283	94293	288.89	0.0067233	0.83669	1.7929e-005	0	0	0	0	0	0.0045795	2.1233	0	0.028807
1.1326	321.82	1.8022	1.5008	2.8079e+005	0.0076068	94028	289.21	0.0010092	0.83348	1.7944e-005	0	0	0	0	0	0.0086146	2.8938	0	0.028892
1.1791	317.54	0.30784	-25.752	2.9082e+005	5.0865e-005	99115	292.83	0.11073	0.7876	1.8118e-005	0	0	0	0	0	5.5195e-006	0.79478	0	0.047566
1.1856	316.63	0.70096	-23.43	2.9221e+005	5.1074e-005	99879	293.47	0.12721	0.77978	1.8149e-005	0	0	0	0	0	5.6933e-006	0.80607	0	0.046155
1.1897	316.13	0.85271	-20.795	2.9308e+005	5.117e-005	1.0036e+005	293.86	0.13754	0.77492	1.8167e-005	0	0	0	0	0	5.7909e-006	0.81756	0	0.046265
1.1922	315.88	0.81107	-17.755	2.9361e+005	5.1177e-005	1.0065e+005	294.1	0.14385	0.7719	1.8179e-005	0	0	0	0	0	5.8292e-006	0.83106	0	0.046373
1.1926	316.18	0.47088	-13.699	2.9372e+005	5.1061e-005	1.0069e+005	294.12	0.14477	0.77182	1.8179e-005	0	0	0	0	0	5.7878e-006	0.85166	0	0.046479
1.1883	317.25	-0.35548	-8.8204	2.9284e+005	5.0765e-005	1.0018e+005	293.69	0.13378	0.77737	1.8159e-005	0	0	0	0	0	5.6054e-006	0.88867	0	0.046586
1.1784	319.19	-1.3867	-4.7017	2.9073e+005	5.0345e-005	98995	292.66	0.10814	0.78994	1.811e-005	0	0	0	0	0	5.3056e-006	0.95679	0	0.046693
1.1651	321.42	-1.5375	-1.9615	2.8791e+005	5.0269e-005	97429	291.31	0.07437	0.80629	1.8045e-005	0	0	0	0	0	5.1066e-006	1.0777	0	0.046802
1.1526	323.18	-1.6147	-0.45255	2.8524e+005	5.9471e-005	95974	290.07	0.042977	0.82123	1.7985e-005	0	0	0	0	0	9.1807e-006	1.2821	0	0.046914
1.1434	324.41	-1.5271	0.33076	2.8326e+005	0.00016228	94894	289.12	0.019685	0.83237	1.794e-005	0	0	0	0	0	0.00014019	1.612	0	0.04703
1.138	324.87	-0.72414	0.93464	2.8208e+005	0.00070988	94282	288.62	0.0064981	0.83823	1.7916e-005	0	0	0	0	0	0.00080458	2.1243	0	0.047153
1.1356	324.41	-1.0263	1.3124	2.8148e+005	0.0026951	94057	288.54	0.001649	0.83895	1.7912e-005	0	0	0	0	0	0.0030599	2.8947	0	0.047282
1.1688	320.86	0.1641	-22.847	2.8855e+005	4.9071e-005	97716	291.24	0.080564	0.80443	1.8041e-005	0	0	0	0	0	4.7247e-006	0.79469	0	0.076969
1.1741	320.16	0.32949	-21.234	2.8969e+005	4.925e-005	98338	291.76	0.093985	0.79806	1.8067e-005	0	0	0	0	0	4.8534e-006	0.80605	0	0.075622
1.178	319.66	0.40665	-19.367	2.9051e+005	4.9387e-005	98792	292.15	0.10378	0.79338	1.8085e-005	0	0	0	0	0	4.951e-006	0.81761	0	0.075789
1.1811	319.26	0.40104	-17.142	2.9117e+005	4.9485e-005	99159	292.46	0.11168	0.78957	1.81e-005	0	0	0	0	0	5.0256e-006	0.83121	0	0.075954
1.1834	319.04	0.17738	-14	2.9166e+005	4.9505e-005	99427	292.7	0.11747	0.78684	1.8111e-005	0	0	0	0	0	5.0606e-006	0.85195	0	0.076117
1.1829	319.4	-0.47929	-9.3742	2.9158e+005	4.939e-005	99367	292.65	0.11617	0.78773	1.8109e-005	0	0	0	0	0	5.0104e-006	0.88913	0	0.07628
1.1766	320.57	-1.5002	-4.778	2.9028e+005	4.9127e-005	98637	292.04	0.10042	0.7954	1.808e-005	0	0	0	0	0	4.8359e-006	0.95749	0	0.076445
1.1654	322.33	-1.9447	-1.5593	2.8789e+005	4.8819e-005	97324	290.93	0.072106	0.80892	1.8027e-005	0	0	0	0	0	4.5929e-006	1.0787	0	0.076612
1.1537	323.99	-1.5883	0.25408	2.8541e+005	4.9191e-005	95965	289.78	0.042793	0.82295	1.7971e-005	0	0	0	0	0	4.5889e-006	1.2833	0	0.076784
1.1443	325.15	-1.3895	1.206	2.834e+005	6.1209e-005	94881	288.84	0.019421	0.834	1.7926e-005	0	0	0	0	0	1.0005e-005	1.6134	0	0.076961
1.1389	325.54	-1.3944	1.6359	2.8222e+005	0.00016715	94278	288.36	0.0063998	0.83964	1.7903e-005	0	0	0	0	0	0.0001467	2.1258	0	0.077147
1.1369	325.6	-1.0682	2.0613	2.8174e+005	0.00071637	94043	288.17	0.0013382	0.84162	1.7894e-005	0	0	0	0	0	0.00081126	2.8962	0	0.07734
1.1546	322.29	-0.071507	-18.922	2.8545e+005	4.8656e-005	96125	290.02	0.046241	0.81903	1.7983e-005	0	0	0	0	0	4.4096e-006	0.79451	0	0.12515
1.1589	321.75	0.011333	-17.844	2.8638e+005	4.8808e-005	96632	290.46	0.05717	0.81382	1.8004e-005	0	0	0	0	0	4.5107e-006	0.806	0	0.1239
1.1624	321.3	0.060842	-16.584	2.8712e+005	4.8937e-005	97038	290.81	0.065928	0.80961	1.8021e-005	0	0	0	0	0	4.5951e-006	0.81769	0	0.12415
1.1657	320.88	0.083462	-15.055	2.8781e+005	4.9059e-005	97421	291.14	0.07419	0.80564	1.8037e-005	0	0	0	0	0	4.6762e-006	0.83145	0	0.12439
1.169	320.44	0.030271	-12.836	2.8852e+005	4.9161e-005	97814	291.47	0.08268	0.80152	1.8053e-005	0	0	0	0	0	4.7524e-006	0.85241	0	0.12464
1.1718	320.18	-0.29327	-9.1219	2.8912e+005	4.9181e-005	98134	291.75	0.089584	0.79832	1.8066e-005	0	0	0	0	0	4.7915e-006	0.8899	0	0.12489
1.1704	320.65	-1.0175	-4.3253	2.8887e+005	4.905e-005	97976	291.61	0.086169	0.80036	1.806e-005	0	0	0	0	0	4.7284e-006	0.95864	0	0.12513
1.1628	321.86	-1.5153	-0.46566	2.8725e+005	4.8747e-005	97082	290.86	0.066893	0.80965	1.8023e-005	0	0	0	0	0	4.5318e-006	1.0803	0	0.12538
1.1525	323.34	-1.467	1.5205	2.8508e+005	4.8466e-005	95889	289.84	0.041163	0.82206	1.7974e-005	0	0	0	0	0	4.3211e-006	1.2854	0	0.12564
1.1437	324.54	-1.2344	2.5279	2.8322e+005	4.9429e-005	94869	288.95	0.019145	0.83271	1.7932e-005	0	0	0	0	0	4.5513e-006	1.6159	0	0.12591
1.1385	325.03	-0.99066	2.9712	2.8207e+005	6.4071e-005	94269	288.45	0.0062157	0.83855	1.7907e-005	0	0	0	0	0	1.1586e-005	2.1285	0	0.12618
1.1365	325.23	-0.86469	3.2209	2.8163e+005	0.00017554	94038	288.25	0.0012389	0.84082	1.7898e-005	0	0	0	0	0	0.00015852	2.8987	0	0.12647
1.1408	324.11	0.12123	-13.734	2.824e+005	4.7954e-005	94510	288.61	0.011404	0.83499	1.7915e-005	0	0	0	0	0	4.0312e-006	0.79417	0	0.20412
1.1442	323.71	0.15798	-13.073	2.8314e+005	4.8082e-005	94911	288.96	0.020052	0.83086	1.7932e-005	0	0	0	0	0	4.1078e-006	0.80587	0	0.203
1.1472	323.34	0.18853	-12.282	2.8377e+005	4.8199e-005	95255	289.26	0.027485	0.82728	1.7946e-005	0	0	0	0	0	4.1772e-006	0.81778	0	0.20336
1.1502	322.96	0.22067	-11.312	2.8441e+005	4.8328e-005	95605	289.56	0.035036	0.82362	1.7961e-005	0	0	0	0	0	4.2517e-006	0.83183	0	0.20373
1.1537	322.49	0.24799	-9.8668	2.8516e+005	4.8476e-005	96020	289.92	0.043974	0.81925	1.7978e-005	0	0	0	0	0	4.3395e-006	0.85318	0	0.20409
1.158	321.93	0.15163	-7.39	2.8607e+005	4.8611e-005	96517	290.35	0.054702	0.81406	1.7999e-005	0	0	0	0	0	4.4325e-006	0.89119	0	0.20445
1.1611	321.67	-0.28142	-3.3312	2.8678e+005	4.8663e-005	96887	290.67	0.062675	0.81058	1.8015e-005	0	0	0	0	0	4.4852e-006	0.96056	0	0.20481
1.1588	322.2	-0.78169	0.97971	2.8632e+005	4.8558e-005	96610	290.43	0.056704	0.81387	1.8003e-005	0	0	0	0	0	4.4232e-006	1.0829	0	0.20518
1.1513	323.25	-0.96386	3.3197	2.8473e+005	4.8343e-005	95737	289.69	0.037873	0.82295	1.7967e-005	0	0	0	0	0	4.2678e-006	1.2888	0	0.20556
1.1434	324.29	-0.80002	4.3992	2.8306e+005	4.8241e-005	94825	288.9	0.018201	0.83242	1.7929e-005	0	0	0	0	0	4.1503e-006	1.6199	0	0.20595
1.1385	324.8	-0.61196	4.6913	2.8199e+005	4.9739e-005	94260	288.42	0.0060086	0.83805	1.7906e-005	0	0	0	0	0	4.5978e-006	2.1329	0	0.20636
1.1364	324.89	-0.48368	4.7627	2.8152e+005	6.6821e-005	94028	288.25	0.0010195	0.84009	1.7898e-005	0	0	0	0	0	1.3353e-005	2.9028	0	0.20677
1.1273	325.31	0.64752	-7.5933	2.7937e+005	4.7156e-005	92962	287.28	-0.021988	0.84955	1.7851e-005	0	0	0	0	0	3.6526e-006	0.79355	0	0.33356
1.1301	325	0.63786	-7.2009	2.7998e+005	4.7261e-005	93287	287.57	-0.014968	0.84619	1.7865e-005	0	0	0	0	0	3.7104e-006	0.80562	0	0.33262
1.1326	324.71	0.62523	-6.7165	2.8051e+005	4.7363e-005	93579	287.83	-0.0086669	0.84314	1.7877e-005	0	0	0	0	0	3.7651e-006	0.81792	0	0.33314
1.1352	324.39	0.62082	-6.1272	2.8107e+005	4.7481e-005	93884	288.1	-0.0021023	0.83993	1.789e-005	0	0	0	0	0	3.8266e-006	0.83245	0	0.33366
1.1385	323.96	0.63957	-5.2472	2.8177e+005	4.7637e-005	94267	288.43	0.0061726	0.83587	1.7907e-005	0	0	0	0	0	3.9072e-006	0.85445	0	0.33418
1.143	323.36	0.65841	-3.7723	2.8272e+005	4.7825e-005	94791	288.89	0.017471	0.8303	1.7929e-005	0	0	0	0	0	4.0119e-006	0.89332	0	0.3347
1.1485	322.71	0.44576	-1.1276	2.8391e+005	4.8e-005	95431	289.45	0.031279	0.82382	1.7956e-005	0	0	0	0	0	4.1247e-006	0.96377	0	0.33522
1.1515	322.53	0.049409	2.6395	2.8462e+005	4.8071e-005	95780	289.76	0.038799	0.82082	1.797e-005	0	0	0	0	0	4.1792e-006	1.0874	0	0.33575
1.1484	322.99	-0.3039	5.2922	2.8397e+005	4.8004e-005	95416	289.45	0.030955	0.82477	1.7955e-005	0	0	0	0	0	4.1241e-006	1.2944	0	0.3363
1.1426	323.75	-0.34676	6.5229	2.8274e+005	4.7927e-005	94743	288.86	0.016443	0.8318	1.7927e-005	0	0	0	0	0	4.0393e-006	1.6267	0	0.33686
1.1383	324.24	-0.28959	6.776	2.8183e+005	4.8075e-005	94251	288.43	0.0058182	0.8368	1.7907e-005	0	0	0	0	0	4.0421e-006	2.1402	0	0.33743
1.1364	324.36	-0.25345	6.6711	2.814e+005	5.0239e-005	94037	288.26	0.0012014	0.83877	1.7898e-005	0	0	0	0	0	4.7469e-006	2.9097	0	0.33802
1.12	325.93	0.73809	-0.073937	2.7772e+005	4.6749e-005	92118	286.52	-0.040177	0.8576	1.7814e-005	0	0	0	0	0	3.4686e-006	0.80517	0	0.54506
1.1219	325.71	0.79329	0.084859	2.7813e+005	4.6828e-005	92339	286.72	-0.035409	0.85525	1.7824e-005	0	0	0	0	0	3.5084e-006	0.81812	0	0.54578
1.1239	325.46	0.84056	0.28883	2.7854e+005	4.6916e-005	92566	286.92	-0.030513	0.85281	1.7833e-005	0	0	0	0	0	3.5517e-006	0.83346	0	0.5465
1.1264	325.11	0.89131	0.60392	2.7905e+005	4.7033e-005	92853	287.17	-0.024337	0.84964	1.7846e-005	0	0	0	0	0	3.6087e-006	0.85655	0	0.54722
1.1302	324.64	0.96115	1.184	2.7984e+005	4.7187e-005	93286	287.54	-0.014991	0.84501	1.7864e-005	0	0	0	0	0	3.6903e-006	0.89686	0	0.54794
1.1356	323.98	0.89855	2.3496	2.8101e+005	4.7358e-005	93917	288.11	-0.0013905	0.83846	1.7891e-005	0	0	0	0	0	3.7934e-006	0.96909	0	0.54867
1.1416	323.41	0.55913	4.6363	2.8238e+005	4.7513e-005	94625	288.74	0.013882	0.8317	1.7921e-005	0	0	0	0	0	3.9001e-006	1.0947	0	0.54941
1.144	323.28	0.1499	7.3005	2.8295e+005	4.7589e-005	94902	288.99	0.019863	0.82942	1.7933e-005	0	0	0	0	0	3.9469e-006	1.3039	0	0.55016
1.1415	323.58	-0.05677	8.8037	2.8244e+005	4.7608e-005	94618	288.75	0.013732	0.83244	1.7922e-005	0	0	0	0	0	3.9281e-006	1.6378	0	0.55094
1.1383	323.93	-0.086451	9.1991	2.8175e+005	4.7679e-005	94248	288.43	0.0057574	0.83617	1.7906e-005	0	0	0	0	0	3.9175e-006	2.1523	0	0.55174
1.1366	324.02	-0.096591	9.1031	2.8136e+005	4.8038e-005	94057	288.28	0.0016343	0.83788	1.7899e-005	0	0	0	0	0	4.0116e-006	2.9212	0	0.55255
1.119	326.19	0.15703	7.74	2.7756e+005	4.6632e-005	91997	286.4	-0.042791	0.85945	1.7808e-005	0	0	0	0	0	3.4272e-006	0.80438	0	0.89324
1.1202	326.05	0.13783	7.7048	2.7782e+005	4.6685e-005	92137	286.52	-0.039778	0.85798	1.7814e-005	0	0	0	0	0	3.4527e-006	0.81842	0	0.8942
1.1216	325.9	0.14531	7.6796	2.7812e+005	4.675e-005	92297	286.67	-0.036313	0.8563	1.7821e-005	0	0	0	0	0	3.4835e-006	0.83512	0	0.89516
1.1234	325.7	0.19962	7.6641	2.7849e+005	4.6835e-005	92500	286.85	-0.031935	0.85418	1.783e-005	0	0	0	0	0	3.5238e-006	0.86004	0	0.89611
1.1258	325.44	0.32649	7.6913	2.7902e+005	4.6949e-005	92782	287.1	-0.025866	0.85128	1.7842e-005	0	0	0	0	0	3.5792e-006	0.90274	0	0.89707
1.1291	324.99	0.47864	7.8602	2.7971e+005	4.7084e-005	93164	287.44	-0.017613	0.84711	1.7859e-005	0	0	0	0	0	3.6494e-006	0.97794	0	0.89804
1.1336	324.38	0.47944	8.4519	2.8065e+005	4.7226e-005	93683	287.9	-0.0064255	0.84156	1.7881e-005	0	0	0	0	0	3.7341e-006	1.1069	0	0.89902
1.138	323.93	0.26699	9.7513	2.8164e+005	4.7347e-005	94197	288.35	0.0046649	0.83655	1.7903e-005	0	0	0	0	0	3.814e-006	1.3195	0	0.90003
1.1394	323.85	0.072153	11.106	2.8198e+005	4.7408e-005	94359	288.49	0.0081486	0.83523	1.791e-005	0	0	0	0	0	3.846e-006	1.6564	0	0.90106
1.138	323.96	-0.0043701	11.706	2.8168e+005	4.7449e-005	94202	288.36	0.0047749	0.83677	1.7903e-005	0	0	0	0	0	3.845e-006	2.1724	0	0.90212
1.1368	324.03	-0.020264	11.753	2.8139e+005	4.7562e-005	94061	288.25	0.0017148	0.83805	1.7898e-005	0	0	0	0	0	3.8664e-006	2.9401	0	0.9032
1.1256	325.45	-0.038191	13.283	2.7901e+005	4.6863e-005	92754	287.06	-0.026461	0.85197	1.7841e-005	0	0	0	0	0	3.5528e-006	0.80301	0	1.464
1.1261	325.39	-0.042176	13.202	2.7912e+005	4.6887e-005	92813	287.12	-0.025202	0.85135	1.7843e-005	0	0	0	0	0	3.5645e-006	0.81889	0	1.4651
1.1267	325.33	-0.036017	13.115	2.7924e+005	4.6917e-005	92879	287.17	-0.023774	0.85066	1.7846e-005	0	0	0	0	0	3.5783e-006	0.83786	0	1.4663
1.1274	325.26	-0.012121	13.01	2.794e+005	4.6955e-005	92962	287.25	-0.021977	0.8498	1.7849e-005	0	0	0	0	0	3.5962e-006	0.86582	0	1.4675
1.1284	325.16	0.039229	12.878	2.7961e+005	4.7007e-005	93076	287.35	-0.019523	0.84864	1.7854e-005	0	0	0	0	0	3.6206e-006	0.91251	0	1.4687
1.1298	325	0.1144	12.73	2.7991e+005	4.7078e-005	93237	287.49	-0.016042	0.84695	1.7861e-005	0	0	0	0	0	3.6544e-006	0.99263	0	1.4699
1.1318	324.76	0.21744	12.644	2.8033e+005	4.7153e-005	93468	287.7	-0.011068	0.84453	1.7871e-005	0	0	0	0	0	3.6955e-006	1.1272	0	1.4711
1.1343	324.44	0.21815	12.843	2.8087e+005	4.7222e-005	93760	287.95	-0.004758	0.84145	1.7883e-005	0	0	0	0	0	3.7404e-006	1.3455	0	1.4724
1.1365	324.21	0.10538	13.379	2.8136e+005	4.7279e-005	94017	288.18	0.00077276	0.83895	1.7894e-005	0	0	0	0	0	3.7791e-006	1.6873	0	1.4737
1.1371	324.14	0.022884	13.851	2.815e+005	4.7303e-005	94084	288.24	0.00222	0.83833	1.7897e-005	0	0	0	0	0	3.7921e-006	2.2058	0	1.475
1.1366	324.17	-0.0022233	14.004	2.8138e+005	4.7331e-005	94028	288.19	0.0010167	0.83883	1.7895e-005	0	0	0	0	0	3.7955e-006	2.9714	0	1.4763
1.1353	324.22	-0.012228	17.139	2.8112e+005	4.7194e-005	93876	288.06	-0.0022652	0.84054	1.7889e-005	0	0	0	0	0	3.741e-006	0.75843	0	6.4472
1.1353	324.22	-0.025128	17.102	2.8113e+005	4.72e-005	93881	288.06	-0.0021662	0.8405	1.7889e-005	0	0	0	0	0	3.7434e-006	0.76345	0.71482	6.3537
1.1354	324.23	-0.0089161	17.137	2.8114e+005	4.7196e-005	93886	288.07	-0.0020468	0.84047	1.7889e-005	0	0	0	0	0	3.7426e-006	0.79017	0	6.4472
1.1353	324.23	-0.024448	17.102	2.8112e+005	4.7198e-005	93878	288.06	-0.0022287	0.84052	1.7889e-005	0	0	0	0	0	3.7427e-006	0.79551	0.71427	6.3608
1.1354	324.22	-0.0059684	17.137	2.8114e+005	4.7192e-005	93887	288.07	-0.0020232	0.84045	1.7889e-005	0	0	0	0	0	3.7414e-006	0.8227	0	6.4472
1.1353	324.23	-0.022124	17.102	2.8112e+005	4.7196e-005	93875	288.06	-0.002285	0.84055	1.7889e-005	0	0	0	0	0	3.7419e-006	0.82835	0.71373	6.368
1.1352	324.23	-0.012256	17.134	2.8111e+005	4.719e-005	93872	288.06	-0.0023438	0.84059	1.7889e-005	0	0	0	0	0	3.7395e-006	0.86226	0	6.4472
1.1352	324.23	-0.02193	17.103	2.8111e+005	4.7194e-005	93871	288.05	-0.0023696	0.84058	1.7888e-005	0	0	0	0	0	3.7409e-006	0.86818	0.71318	6.3752
1.1353	324.23	-0.0056932	17.13	2.8112e+005	4.7189e-005	93878	288.06	-0.0022157	0.84054	1.7889e-005	0	0	0	0	0	3.7397e-006	0.91767	0	6.4472
1.1352	324.23	-0.020315	17.105	2.811e+005	4.7191e-005	93869	288.05	-0.0024259	0.84061	1.7888e-005	0	0	0	0	0	3.7399e-006	0.92385	0.71263	6.3824
1.1352	324.24	-0.006181	17.124	2.8111e+005	4.7185e-005	93872	288.06	-0.0023567	0.84061	1.7888e-005	0	0	0	0	0	3.738e-006	1.0003	0	6.4472
1.1352	324.23	-0.018599	17.106	2.811e+005	4.7188e-005	93865	288.05	-0.0025005	0.84064	1.7888e-005	0	0	0	0	0	3.7386e-006	1.0067	0.71209	6.3896
1.1352	324.24	-0.0039877	17.117	2.811e+005	4.718e-005	93867	288.05	-0.0024511	0.84065	1.7888e-005	0	0	0	0	0	3.7363e-006	1.1248	0	6.4472
1.1352	324.24	-0.017202	17.108	2.8109e+005	4.7184e-005	93861	288.05	-0.0025841	0.84068	1.7888e-005	0	0	0	0	0	3.7371e-006	1.1313	0.71154	6.3968
1.1351	324.25	-0.0032549	17.107	2.8109e+005	4.7175e-005	93861	288.05	-0.0025852	0.84072	1.7888e-005	0	0	0	0	0	3.7341e-006	1.3098	0	6.4472
1.1351	324.24	-0.016938	17.111	2.8108e+005	4.7179e-005	93858	288.04	-0.0026598	0.84072	1.7888e-005	0	0	0	0	0	3.7353e-006	1.3162	0.71099	6.404
1.1351	324.25	-0.0056546	17.103	2.8108e+005	4.7168e-005	93855	288.04	-0.0027181	0.84077	1.7888e-005	0	0	0	0	0	3.7317e-006	1.5793	0	6.4472
