"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Conservative_6"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient_X"	"Skin_Friction_Coefficient_Y"	"Skin_Friction_Coefficient_Z"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Points:0"	"Points:1"	"Points:2"
1.0605	331.57	1.8112	27.354	2.657e+005	0.00014765	85405	280.56	-0.18497	0.93434	1.7524e-005	0	0	0	0	0	0.00010427	0.5667	0	-0.036289
1.0481	319.08	2.6078	26.781	2.6222e+005	0.0030336	85322	283.6	-0.18677	0.90501	1.7673e-005	0	0	0	0	0	0.0031792	0.56706	0	-0.032353
1.209	313.53	8.5714	24.679	2.975e+005	0.00031877	1.0263e+005	295.71	0.18647	0.75487	1.8255e-005	0	0	0	0	0	0.00037127	0.80605	0	-0.017181
1.1999	315.37	7.4908	28.755	2.9557e+005	0.00031522	1.015e+005	294.7	0.16227	0.76712	1.8207e-005	0	0	0	0	0	0.00036371	0.79481	0	-0.018663
1.188	317.61	6.1922	31.664	2.9308e+005	0.00022561	1.0007e+005	293.45	0.13139	0.78251	1.8147e-005	0	0	0	0	0	0.00024122	0.78328	0	-0.020149
1.1747	319.83	4.8385	33.546	2.9027e+005	0.00016929	98498	292.09	0.097427	0.79909	1.8082e-005	0	0	0	0	0	0.0001567	0.77118	0	-0.021679
1.1612	321.81	3.639	34.538	2.8737e+005	0.00013101	96904	290.72	0.063055	0.81551	1.8017e-005	0	0	0	0	0	9.5396e-005	0.75832	0	-0.023284
1.1477	323.6	2.6169	34.944	2.8447e+005	0.00010288	95326	289.35	0.02902	0.83168	1.7951e-005	0	0	0	0	0	5.2293e-005	0.74451	0	-0.024975
1.1347	325.15	1.8203	34.869	2.8169e+005	8.2292e-005	93826	288.04	-0.0033351	0.84704	1.7888e-005	0	0	0	0	0	2.656e-005	0.72963	0	-0.026748
1.1225	326.51	1.2144	34.381	2.7906e+005	6.8065e-005	92417	286.8	-0.033728	0.8615	1.7828e-005	0	0	0	0	0	1.3775e-005	0.71358	0	-0.028596
1.1114	327.67	0.81202	33.582	2.7666e+005	5.8711e-005	91137	285.66	-0.061332	0.87471	1.7773e-005	0	0	0	0	0	7.9266e-006	0.69628	0	-0.030504
1.1013	328.65	0.57823	32.588	2.7446e+005	5.2866e-005	89978	284.62	-0.08634	0.88669	1.7722e-005	0	0	0	0	0	5.2475e-006	0.6777	0	-0.032464
1.0923	329.46	0.49886	31.493	2.7252e+005	4.9373e-005	88951	283.69	-0.10849	0.89737	1.7677e-005	0	0	0	0	0	3.964e-006	0.65782	0	-0.034464
1.0841	330.15	0.49631	30.348	2.7073e+005	4.7342e-005	88015	282.83	-0.12869	0.90713	1.7635e-005	0	0	0	0	0	3.3065e-006	0.63666	0	-0.036499
1.0763	330.74	0.51731	29.195	2.6905e+005	4.6086e-005	87137	282.02	-0.14762	0.9163	1.7596e-005	0	0	0	0	0	2.9219e-006	0.61427	0	-0.038564
1.0688	331.26	0.49718	28	2.6741e+005	4.5219e-005	86281	281.23	-0.16607	0.92524	1.7557e-005	0	0	0	0	0	2.6612e-006	0.59071	0	-0.040649
1.0612	331.74	0.3868	26.715	2.6575e+005	4.4523e-005	85423	280.43	-0.18458	0.93423	1.7518e-005	0	0	0	0	0	2.4552e-006	0.56605	0	-0.042739
1.1997	315.99	5.9168	24.486	2.9545e+005	5.8597e-005	1.0143e+005	294.52	0.16059	0.76804	1.8199e-005	0	0	0	0	0	9.7504e-006	0.80606	0	-0.028166
1.1919	317.16	5.1612	27.574	2.9379e+005	5.8463e-005	1.005e+005	293.75	0.1407	0.77748	1.8162e-005	0	0	0	0	0	9.4975e-006	0.79481	0	-0.029619
1.1818	318.64	4.1971	30.052	2.9163e+005	5.3954e-005	99315	292.75	0.11505	0.78961	1.8114e-005	0	0	0	0	0	6.9259e-006	0.78325	0	-0.031077
1.1705	320.28	3.1799	31.858	2.8922e+005	5.1416e-005	97985	291.63	0.086363	0.80327	1.8061e-005	0	0	0	0	0	5.6381e-006	0.77113	0	-0.032579
1.1584	321.9	2.2076	32.969	2.8665e+005	4.9768e-005	96581	290.44	0.056087	0.81762	1.8003e-005	0	0	0	0	0	4.8457e-006	0.75823	0	-0.034155
1.1461	323.44	1.3399	33.521	2.84e+005	4.8558e-005	95146	289.2	0.025134	0.83223	1.7944e-005	0	0	0	0	0	4.2821e-006	0.74438	0	-0.035819
1.1341	324.87	0.63686	33.589	2.8142e+005	4.7635e-005	93757	287.99	-0.0048285	0.84649	1.7885e-005	0	0	0	0	0	3.8626e-006	0.72944	0	-0.037564
1.1226	326.15	0.08403	33.254	2.7894e+005	4.692e-005	92428	286.82	-0.033504	0.86018	1.7829e-005	0	0	0	0	0	3.54e-006	0.71332	0	-0.039383
1.1119	327.27	-0.29365	32.606	2.7664e+005	4.6344e-005	91200	285.72	-0.059972	0.87286	1.7776e-005	0	0	0	0	0	3.2843e-006	0.69594	0	-0.041264
1.1021	328.22	-0.52738	31.74	2.745e+005	4.5862e-005	90069	284.71	-0.084377	0.88457	1.7726e-005	0	0	0	0	0	3.0742e-006	0.67726	0	-0.043195
1.0932	329.03	-0.6236	30.751	2.7259e+005	4.5444e-005	89058	283.79	-0.10618	0.8951	1.7682e-005	0	0	0	0	0	2.8989e-006	0.65728	0	-0.045167
1.085	329.72	-0.66003	29.684	2.7082e+005	4.5071e-005	88127	282.94	-0.12626	0.90481	1.764e-005	0	0	0	0	0	2.7476e-006	0.636	0	-0.047174
1.0774	330.32	-0.66958	28.586	2.6916e+005	4.4724e-005	87259	282.14	-0.14498	0.9139	1.7602e-005	0	0	0	0	0	2.6124e-006	0.61348	0	-0.04921
1.07	330.85	-0.72718	27.414	2.6754e+005	4.439e-005	86416	281.36	-0.16317	0.92273	1.7563e-005	0	0	0	0	0	2.4867e-006	0.58976	0	-0.051266
1.0626	331.33	-0.86894	26.122	2.6593e+005	4.4055e-005	85581	280.58	-0.18118	0.93149	1.7525e-005	0	0	0	0	0	2.3666e-006	0.56493	0	-0.053321
1.0558	331.76	-1.0565	24.605	2.6444e+005	4.3728e-005	84813	279.85	-0.19775	0.93959	1.749e-005	0	0	0	0	0	2.2563e-006	0.53909	0	-0.055352
1.054	332.16	0.22675	25.242	2.6419e+005	4.3922e-005	84619	279.67	-0.20192	0.94271	1.7481e-005	0	0	0	0	0	2.284e-006	0.5404	0	-0.04481
1.188	317.58	3.6286	24.283	2.9284e+005	4.9297e-005	1.0005e+005	293.39	0.13099	0.78083	1.8145e-005	0	0	0	0	0	5.0303e-006	0.80607	0	-0.046155
1.1818	318.45	3.1841	26.574	2.9151e+005	4.91e-005	99323	292.77	0.11522	0.78831	1.8115e-005	0	0	0	0	0	4.8806e-006	0.79478	0	-0.047566
1.1739	319.55	2.5909	28.524	2.8983e+005	4.8728e-005	98396	291.99	0.095233	0.7978	1.8078e-005	0	0	0	0	0	4.6521e-006	0.78318	0	-0.048981
1.1649	320.81	1.9312	30.059	2.8792e+005	4.8342e-005	97342	291.09	0.072487	0.8087	1.8034e-005	0	0	0	0	0	4.4154e-006	0.771	0	-0.05044
1.1549	322.16	1.2273	31.137	2.8576e+005	4.7925e-005	96161	290.07	0.047016	0.82085	1.7985e-005	0	0	0	0	0	4.1671e-006	0.75804	0	-0.051973
1.1442	323.44	0.57067	31.738	2.8347e+005	4.7483e-005	94926	289.01	0.020376	0.83343	1.7934e-005	0	0	0	0	0	3.9162e-006	0.74411	0	-0.053594
1.1336	324.73	0.00059459	31.918	2.8118e+005	4.7033e-005	93689	287.92	-0.0062946	0.84621	1.7882e-005	0	0	0	0	0	3.6757e-006	0.72908	0	-0.055297
1.123	325.9	-0.46701	31.735	2.7892e+005	4.6586e-005	92475	286.85	-0.032483	0.85874	1.783e-005	0	0	0	0	0	3.4491e-006	0.71284	0	-0.057073
1.113	326.95	-0.81364	31.245	2.7677e+005	4.6153e-005	91325	285.83	-0.057289	0.87064	1.7781e-005	0	0	0	0	0	3.2427e-006	0.69533	0	-0.058911
1.1036	327.86	-1.064	30.526	2.7472e+005	4.5741e-005	90240	284.85	-0.080696	0.88187	1.7734e-005	0	0	0	0	0	3.056e-006	0.6765	0	-0.060798
1.0949	328.66	-1.2119	29.645	2.7286e+005	4.5355e-005	89253	283.96	-0.10198	0.89215	1.769e-005	0	0	0	0	0	2.891e-006	0.65633	0	-0.062727
1.0868	329.35	-1.3271	28.649	2.711e+005	4.4994e-005	88326	283.11	-0.12198	0.90181	1.7649e-005	0	0	0	0	0	2.7431e-006	0.63486	0	-0.06469
1.0792	329.96	-1.4198	27.574	2.6945e+005	4.4653e-005	87464	282.32	-0.14056	0.91083	1.761e-005	0	0	0	0	0	2.6097e-006	0.6121	0	-0.066682
1.0719	330.5	-1.5664	26.378	2.6785e+005	4.4326e-005	86631	281.55	-0.15853	0.91955	1.7573e-005	0	0	0	0	0	2.4864e-006	0.58813	0	-0.068692
1.0648	330.97	-1.7693	25.036	2.6632e+005	4.4008e-005	85836	280.81	-0.17568	0.92789	1.7537e-005	0	0	0	0	0	2.3719e-006	0.56301	0	-0.070694
1.0584	331.39	-2.0331	23.43	2.6492e+005	4.3704e-005	85111	280.13	-0.19132	0.93552	1.7503e-005	0	0	0	0	0	2.2684e-006	0.53686	0	-0.072662
1.0525	331.75	-2.4147	21.548	2.6362e+005	4.3416e-005	84446	279.49	-0.20566	0.94247	1.7472e-005	0	0	0	0	0	2.1755e-006	0.50978	0	-0.074554
1.0491	332.12	-1.4119	22.775	2.6297e+005	4.3411e-005	84060	279.13	-0.21398	0.94745	1.7455e-005	0	0	0	0	0	2.1532e-006	0.51236	0	-0.057318
1.1919	317.09	3.7879	21.752	2.9366e+005	4.9411e-005	1.0051e+005	293.77	0.1408	0.77615	1.8163e-005	0	0	0	0	0	5.1214e-006	0.81756	0	-0.046265
1.1789	318.76	1.9755	21.978	2.9075e+005	4.8723e-005	98981	292.48	0.10784	0.79052	1.8101e-005	0	0	0	0	0	4.708e-006	0.81761	0	-0.075789
1.1753	319.24	1.8353	23.708	2.8997e+005	4.8594e-005	98550	292.12	0.098555	0.79498	1.8084e-005	0	0	0	0	0	4.6193e-006	0.80605	0	-0.075622
1.1702	319.9	1.5677	25.251	2.8889e+005	4.8421e-005	97956	291.61	0.085736	0.80105	1.806e-005	0	0	0	0	0	4.501e-006	0.79469	0	-0.076969
1.1641	320.7	1.2285	26.609	2.876e+005	4.8195e-005	97247	291.01	0.070443	0.80832	1.803e-005	0	0	0	0	0	4.3565e-006	0.78302	0	-0.07832
1.1571	321.61	0.83562	27.745	2.861e+005	4.7929e-005	96428	290.3	0.052778	0.81675	1.7997e-005	0	0	0	0	0	4.192e-006	0.77075	0	-0.079715
1.1493	322.62	0.41193	28.617	2.8444e+005	4.7623e-005	95522	289.52	0.033229	0.82615	1.7959e-005	0	0	0	0	0	4.0124e-006	0.75767	0	-0.081185
1.1408	323.67	-0.018509	29.204	2.8262e+005	4.7286e-005	94533	288.66	0.011896	0.83638	1.7918e-005	0	0	0	0	0	3.8219e-006	0.74361	0	-0.082741
1.1319	324.71	-0.41601	29.451	2.8071e+005	4.6922e-005	93500	287.76	-0.010385	0.84704	1.7874e-005	0	0	0	0	0	3.6275e-006	0.72842	0	-0.08438
1.1229	325.72	-0.77038	29.404	2.7876e+005	4.6547e-005	92455	286.83	-0.03292	0.85784	1.7829e-005	0	0	0	0	0	3.4368e-006	0.71199	0	-0.086092
1.1139	326.65	-1.0654	29.082	2.7684e+005	4.617e-005	91427	285.92	-0.05509	0.86849	1.7785e-005	0	0	0	0	0	3.255e-006	0.69426	0	-0.087864
1.1053	327.49	-1.3123	28.523	2.7496e+005	4.5799e-005	90430	285.02	-0.076591	0.87881	1.7742e-005	0	0	0	0	0	3.0845e-006	0.67517	0	-0.089687
1.0971	328.25	-1.5003	27.77	2.732e+005	4.5441e-005	89495	284.18	-0.09675	0.88853	1.7701e-005	0	0	0	0	0	2.9289e-006	0.65471	0	-0.091551
1.0892	328.92	-1.6782	26.859	2.715e+005	4.5099e-005	88600	283.36	-0.11605	0.89784	1.7661e-005	0	0	0	0	0	2.7858e-006	0.63289	0	-0.093448
1.082	329.52	-1.8411	25.809	2.6992e+005	4.4772e-005	87773	282.61	-0.1339	0.9065	1.7624e-005	0	0	0	0	0	2.6561e-006	0.60976	0	-0.095374
1.0749	330.05	-2.0647	24.591	2.684e+005	4.4459e-005	86978	281.87	-0.15104	0.9148	1.7588e-005	0	0	0	0	0	2.5367e-006	0.58535	0	-0.097314
1.0686	330.52	-2.314	23.183	2.6701e+005	4.4161e-005	86257	281.2	-0.16659	0.92237	1.7556e-005	0	0	0	0	0	2.4289e-006	0.55976	0	-0.099234
1.0628	330.93	-2.6537	21.497	2.6574e+005	4.3882e-005	85600	280.58	-0.18076	0.92927	1.7526e-005	0	0	0	0	0	2.3326e-006	0.53308	0	-0.1011
1.0585	331.24	-2.9762	19.51	2.6481e+005	4.3638e-005	85120	280.14	-0.19112	0.93432	1.7504e-005	0	0	0	0	0	2.2557e-006	0.50542	0	-0.10288
1.1651	320.39	0.90425	21.257	2.8767e+005	4.8156e-005	97370	291.12	0.073103	0.80568	1.8036e-005	0	0	0	0	0	4.3537e-006	0.81769	0	-0.12415
1.1619	320.8	0.79304	22.345	2.8698e+005	4.8033e-005	96992	290.8	0.06494	0.8096	1.802e-005	0	0	0	0	0	4.277e-006	0.806	0	-0.1239
1.1579	321.3	0.63853	23.29	2.8612e+005	4.789e-005	96525	290.4	0.054866	0.81438	1.8001e-005	0	0	0	0	0	4.187e-006	0.79451	0	-0.12515
1.1533	321.87	0.45349	24.135	2.8514e+005	4.7717e-005	95989	289.93	0.043301	0.81988	1.7979e-005	0	0	0	0	0	4.0827e-006	0.7827	0	-0.12641
1.1482	322.51	0.26039	24.87	2.8404e+005	4.7521e-005	95392	289.42	0.030437	0.82605	1.7954e-005	0	0	0	0	0	3.9678e-006	0.77028	0	-0.12771
1.1422	323.23	0.014735	25.449	2.8276e+005	4.7293e-005	94695	288.81	0.015401	0.83322	1.7925e-005	0	0	0	0	0	3.8371e-006	0.75701	0	-0.12909
1.136	324.02	-0.17488	25.892	2.8145e+005	4.7039e-005	93977	288.18	-8.3345e-005	0.84079	1.7895e-005	0	0	0	0	0	3.7004e-006	0.74272	0	-0.13055
1.1292	324.81	-0.39551	26.11	2.7999e+005	4.677e-005	93187	287.49	-0.017115	0.84899	1.7861e-005	0	0	0	0	0	3.5574e-006	0.72727	0	-0.13209
1.122	325.6	-0.61865	26.109	2.7843e+005	4.6479e-005	92354	286.75	-0.035098	0.85762	1.7825e-005	0	0	0	0	0	3.4092e-006	0.71052	0	-0.13371
1.1146	326.37	-0.83123	25.89	2.7685e+005	4.6174e-005	91506	286	-0.053393	0.86643	1.7789e-005	0	0	0	0	0	3.2613e-006	0.69242	0	-0.13539
1.1072	327.11	-1.0381	25.451	2.7525e+005	4.5863e-005	90653	285.23	-0.071783	0.87527	1.7752e-005	0	0	0	0	0	3.1166e-006	0.6729	0	-0.13711
1.0999	327.79	-1.2262	24.807	2.7369e+005	4.5553e-005	89826	284.49	-0.089623	0.88387	1.7716e-005	0	0	0	0	0	2.979e-006	0.65195	0	-0.13888
1.0929	328.41	-1.4263	23.97	2.7216e+005	4.5249e-005	89022	283.76	-0.10696	0.89222	1.768e-005	0	0	0	0	0	2.8492e-006	0.62957	0	-0.14068
1.0864	328.98	-1.6297	22.936	2.7075e+005	4.4955e-005	88278	283.08	-0.12301	0.9	1.7647e-005	0	0	0	0	0	2.7305e-006	0.6058	0	-0.14251
1.0803	329.48	-1.8832	21.688	2.6942e+005	4.4678e-005	87583	282.44	-0.13799	0.90728	1.7616e-005	0	0	0	0	0	2.6226e-006	0.58068	0	-0.14434
1.075	329.9	-2.15	20.188	2.6829e+005	4.4423e-005	86991	281.89	-0.15076	0.91347	1.759e-005	0	0	0	0	0	2.529e-006	0.55429	0	-0.14614
1.071	330.25	-2.4439	18.388	2.6741e+005	4.4208e-005	86533	281.47	-0.16064	0.91828	1.7569e-005	0	0	0	0	0	2.4545e-006	0.52673	0	-0.14786
1.0686	330.48	-2.7388	16.231	2.669e+005	4.4044e-005	86268	281.23	-0.16636	0.92105	1.7557e-005	0	0	0	0	0	2.404e-006	0.4981	0	-0.14945
1.1682	320	0.9942	19.92	2.8832e+005	4.8273e-005	97727	291.43	0.080795	0.80197	1.8051e-005	0	0	0	0	0	4.427e-006	0.83145	0	-0.12439
1.1548	321.55	0.56521	18.8	2.8533e+005	4.7733e-005	96161	290.09	0.047021	0.81694	1.7987e-005	0	0	0	0	0	4.1023e-006	0.83183	0	-0.20373
1.1521	321.89	0.48496	19.557	2.8476e+005	4.762e-005	95850	289.83	0.040315	0.82017	1.7974e-005	0	0	0	0	0	4.0382e-006	0.81778	0	-0.20336
1.1495	322.21	0.41275	20.163	2.842e+005	4.7514e-005	95543	289.56	0.03369	0.82335	1.7961e-005	0	0	0	0	0	3.9779e-006	0.80587	0	-0.203
1.1464	322.57	0.33261	20.672	2.8355e+005	4.7402e-005	95191	289.25	0.026102	0.82696	1.7946e-005	0	0	0	0	0	3.9123e-006	0.79417	0	-0.20412
1.1431	322.97	0.2434	21.122	2.8282e+005	4.7274e-005	94798	288.91	0.017625	0.83099	1.793e-005	0	0	0	0	0	3.8391e-006	0.78212	0	-0.20524
1.1395	323.41	0.18116	21.515	2.8206e+005	4.7135e-005	94386	288.55	0.0087396	0.83528	1.7912e-005	0	0	0	0	0	3.7625e-006	0.76943	0	-0.20641
1.135	323.9	0.032574	21.828	2.8109e+005	4.6972e-005	93866	288.09	-0.0024727	0.84056	1.789e-005	0	0	0	0	0	3.6712e-006	0.75585	0	-0.20765
1.131	324.44	-0.0062497	22.02	2.8025e+005	4.6795e-005	93398	287.69	-0.012572	0.84561	1.7871e-005	0	0	0	0	0	3.5807e-006	0.74119	0	-0.20898
1.1262	325.01	-0.098151	22.115	2.7923e+005	4.6615e-005	92845	287.2	-0.024498	0.85144	1.7847e-005	0	0	0	0	0	3.485e-006	0.72528	0	-0.21038
1.1209	325.58	-0.20845	22.065	2.781e+005	4.6408e-005	92240	286.66	-0.037548	0.85771	1.7821e-005	0	0	0	0	0	3.3801e-006	0.70802	0	-0.21186
1.1154	326.17	-0.33533	21.849	2.7692e+005	4.6186e-005	91605	286.1	-0.051243	0.86431	1.7794e-005	0	0	0	0	0	3.2712e-006	0.6893	0	-0.2134
1.1098	326.74	-0.46842	21.453	2.757e+005	4.5953e-005	90954	285.51	-0.065278	0.87107	1.7766e-005	0	0	0	0	0	3.1611e-006	0.66907	0	-0.21499
1.1041	327.3	-0.61559	20.858	2.7447e+005	4.5715e-005	90305	284.93	-0.079289	0.87782	1.7737e-005	0	0	0	0	0	3.0529e-006	0.6473	0	-0.21662
1.0987	327.82	-0.77283	20.046	2.733e+005	4.548e-005	89685	284.37	-0.092656	0.88428	1.771e-005	0	0	0	0	0	2.9504e-006	0.62398	0	-0.21828
1.0937	328.29	-0.95363	18.995	2.7223e+005	4.5258e-005	89120	283.86	-0.10486	0.89018	1.7685e-005	0	0	0	0	0	2.8574e-006	0.59914	0	-0.21996
1.0895	328.68	-1.1534	17.697	2.7132e+005	4.506e-005	88641	283.42	-0.11518	0.89517	1.7664e-005	0	0	0	0	0	2.778e-006	0.57283	0	-0.22165
1.0864	328.99	-1.3711	16.135	2.7064e+005	4.4896e-005	88284	283.1	-0.12289	0.8989	1.7648e-005	0	0	0	0	0	2.7162e-006	0.54512	0	-0.22326
1.0847	329.19	-1.5901	14.318	2.7028e+005	4.4777e-005	88091	282.92	-0.12705	0.90091	1.764e-005	0	0	0	0	0	2.6765e-006	0.51609	0	-0.22475
1.0848	329.27	-1.7945	12.267	2.703e+005	4.472e-005	88101	282.93	-0.12682	0.90081	1.764e-005	0	0	0	0	0	2.664e-006	0.48585	0	-0.22605
1.1579	321.16	0.66045	17.653	2.8599e+005	4.7857e-005	96524	290.41	0.054851	0.81314	1.8002e-005	0	0	0	0	0	4.1754e-006	0.85318	0	-0.20409
1.1461	322.61	0.49594	16.534	2.834e+005	4.743e-005	95150	289.2	0.025223	0.82672	1.7944e-005	0	0	0	0	0	3.9188e-006	0.85445	0	-0.33418
1.1436	322.93	0.40157	17.081	2.8287e+005	4.732e-005	94859	288.95	0.01893	0.82979	1.7932e-005	0	0	0	0	0	3.8597e-006	0.83245	0	-0.33366
1.1416	323.18	0.33937	17.423	2.8244e+005	4.723e-005	94623	288.74	0.013847	0.83226	1.7922e-005	0	0	0	0	0	3.8123e-006	0.81792	0	-0.33314
1.1397	323.41	0.29373	17.676	2.8203e+005	4.7152e-005	94400	288.55	0.0090473	0.83457	1.7912e-005	0	0	0	0	0	3.7699e-006	0.80562	0	-0.33262
1.1376	323.65	0.25063	17.866	2.8159e+005	4.7075e-005	94163	288.34	0.0039335	0.837	1.7902e-005	0	0	0	0	0	3.7272e-006	0.79355	0	-0.33356
1.1355	323.89	0.20409	18.012	2.8111e+005	4.6994e-005	93910	288.12	-0.0015305	0.83958	1.7891e-005	0	0	0	0	0	3.6824e-006	0.7811	0	-0.33449
1.1328	324.19	0.12017	18.11	2.8054e+005	4.6897e-005	93603	287.84	-0.0081577	0.84272	1.7878e-005	0	0	0	0	0	3.6291e-006	0.76796	0	-0.33547
1.1307	324.52	0.14876	18.177	2.8011e+005	4.6798e-005	93358	287.64	-0.013435	0.84551	1.7868e-005	0	0	0	0	0	3.5792e-006	0.75385	0	-0.33653
1.1279	324.88	0.11764	18.182	2.7953e+005	4.6698e-005	93039	287.36	-0.02032	0.84891	1.7855e-005	0	0	0	0	0	3.525e-006	0.73856	0	-0.33766
1.1248	325.22	0.091116	18.11	2.7887e+005	4.658e-005	92684	287.04	-0.027977	0.8526	1.784e-005	0	0	0	0	0	3.4635e-006	0.72192	0	-0.33888
1.1216	325.58	0.061074	17.94	2.7819e+005	4.6455e-005	92317	286.72	-0.035896	0.85642	1.7824e-005	0	0	0	0	0	3.3999e-006	0.70378	0	-0.34016
1.1182	325.95	0.0053861	17.641	2.7745e+005	4.6322e-005	91921	286.36	-0.044422	0.86051	1.7807e-005	0	0	0	0	0	3.3331e-006	0.68404	0	-0.34151
1.1147	326.31	-0.060278	17.197	2.767e+005	4.6182e-005	91521	286.01	-0.053059	0.86463	1.7789e-005	0	0	0	0	0	3.2648e-006	0.66262	0	-0.3429
1.1116	326.67	-0.1265	16.589	2.7602e+005	4.6046e-005	91157	285.68	-0.060916	0.86846	1.7774e-005	0	0	0	0	0	3.2015e-006	0.63949	0	-0.34433
1.1086	326.99	-0.22787	15.785	2.7538e+005	4.5921e-005	90817	285.38	-0.068234	0.87198	1.7759e-005	0	0	0	0	0	3.1436e-006	0.61461	0	-0.34579
1.1062	327.26	-0.34403	14.789	2.7485e+005	4.5809e-005	90536	285.13	-0.074294	0.8749	1.7747e-005	0	0	0	0	0	3.0943e-006	0.58801	0	-0.34728
1.1045	327.47	-0.47051	13.607	2.7449e+005	4.572e-005	90343	284.95	-0.07846	0.87692	1.7738e-005	0	0	0	0	0	3.0577e-006	0.55972	0	-0.34875
1.1038	327.59	-0.59196	12.253	2.7436e+005	4.5664e-005	90271	284.89	-0.080017	0.87771	1.7735e-005	0	0	0	0	0	3.0384e-006	0.52979	0	-0.35009
1.1045	327.61	-0.70508	10.677	2.745e+005	4.565e-005	90343	284.95	-0.078471	0.877	1.7738e-005	0	0	0	0	0	3.0397e-006	0.49832	0	-0.35123
1.1066	327.5	-0.78939	8.9381	2.7497e+005	4.5683e-005	90590	285.17	-0.073143	0.87452	1.7749e-005	0	0	0	0	0	3.0659e-006	0.4654	0	-0.35209
1.1389	323.6	0.24741	15.171	2.8182e+005	4.7253e-005	94297	288.43	0.0068218	0.83546	1.7906e-005	0	0	0	0	0	3.7944e-006	0.85655	0	-0.54722
1.1375	323.79	0.14089	15.257	2.8151e+005	4.7183e-005	94131	288.29	0.0032324	0.83723	1.79e-005	0	0	0	0	0	3.7587e-006	0.83346	0	-0.5465
1.1364	323.95	0.081157	15.303	2.813e+005	4.7129e-005	94008	288.18	0.00057955	0.8386	1.7895e-005	0	0	0	0	0	3.7319e-006	0.81812	0	-0.54578
1.1353	324.1	0.022691	15.327	2.8106e+005	4.708e-005	93878	288.07	-0.0022177	0.83999	1.7889e-005	0	0	0	0	0	3.7067e-006	0.80517	0	-0.54506
1.1342	324.25	0.0059685	15.329	2.8085e+005	4.7034e-005	93761	287.97	-0.0047484	0.84128	1.7884e-005	0	0	0	0	0	3.6828e-006	0.79247	0	-0.54574
1.1331	324.41	0.00088858	15.315	2.8062e+005	4.699e-005	93632	287.86	-0.007521	0.84267	1.7879e-005	0	0	0	0	0	3.6593e-006	0.77935	0	-0.54643
1.1319	324.55	-0.0046381	15.272	2.8035e+005	4.6942e-005	93488	287.73	-0.010639	0.84417	1.7873e-005	0	0	0	0	0	3.6335e-006	0.76544	0	-0.54716
1.1308	324.7	0.031944	15.196	2.8014e+005	4.6898e-005	93368	287.63	-0.013217	0.84546	1.7868e-005	0	0	0	0	0	3.611e-006	0.75045	0	-0.54796
1.1292	324.87	-0.0096277	15.071	2.7977e+005	4.6845e-005	93176	287.45	-0.017359	0.84736	1.7859e-005	0	0	0	0	0	3.5806e-006	0.73412	0	-0.54884
1.128	325	0.014256	14.913	2.7952e+005	4.6789e-005	93042	287.34	-0.020243	0.84875	1.7854e-005	0	0	0	0	0	3.5529e-006	0.71625	0	-0.54979
1.1268	325.18	0.016586	14.684	2.7926e+005	4.6743e-005	92899	287.21	-0.023348	0.85031	1.7848e-005	0	0	0	0	0	3.5282e-006	0.69666	0	-0.55082
1.1255	325.32	0.0057836	14.386	2.7898e+005	4.6693e-005	92749	287.08	-0.026581	0.85184	1.7841e-005	0	0	0	0	0	3.502e-006	0.67523	0	-0.5519
1.1243	325.47	-0.014928	14.005	2.7872e+005	4.6644e-005	92610	286.96	-0.029577	0.85327	1.7835e-005	0	0	0	0	0	3.4772e-006	0.65184	0	-0.55302
1.1232	325.6	-0.044972	13.514	2.785e+005	4.6599e-005	92491	286.85	-0.03214	0.8545	1.783e-005	0	0	0	0	0	3.4552e-006	0.62643	0	-0.55418
1.1225	325.71	-0.08321	12.892	2.7834e+005	4.656e-005	92402	286.77	-0.034061	0.85543	1.7826e-005	0	0	0	0	0	3.4374e-006	0.59896	0	-0.55538
1.1221	325.79	-0.12568	12.159	2.7827e+005	4.6532e-005	92362	286.74	-0.034916	0.85587	1.7825e-005	0	0	0	0	0	3.4263e-006	0.56943	0	-0.55659
1.1223	325.81	-0.16751	11.357	2.7832e+005	4.6521e-005	92388	286.76	-0.034361	0.85565	1.7826e-005	0	0	0	0	0	3.4251e-006	0.53784	0	-0.55776
1.1233	325.77	-0.19819	10.521	2.7853e+005	4.6534e-005	92496	286.86	-0.032027	0.8546	1.7831e-005	0	0	0	0	0	3.4371e-006	0.50424	0	-0.55871
1.1252	325.63	-0.20268	9.6753	2.7895e+005	4.658e-005	92713	287.05	-0.027342	0.85247	1.784e-005	0	0	0	0	0	3.4672e-006	0.46871	0	-0.55933
1.1279	325.39	-0.18426	8.9062	2.7956e+005	4.6666e-005	93036	287.34	-0.020391	0.84926	1.7854e-005	0	0	0	0	0	3.5171e-006	0.43133	0	-0.55953
1.1373	323.99	-0.054121	14.536	2.8151e+005	4.7258e-005	94108	288.27	0.0027331	0.83783	1.7899e-005	0	0	0	0	0	3.7797e-006	0.86004	0	-0.89611
1.1367	324.07	-0.10029	14.515	2.8139e+005	4.7228e-005	94041	288.21	0.0012855	0.83855	1.7896e-005	0	0	0	0	0	3.7649e-006	0.83512	0	-0.89516
